address,enrolled2012chron,enrolled2012ord,enrolled2012sop,enrolled2012wg,enrolled2013chron,enrolled2013ord,enrolled2013sop,enrolled2013wg,enrolled2014chron,enrolled2014ord,enrolled2014sop,enrolled2014wg,enrolled2015chron,enrolled2015ord,enrolled2015sop,enrolled2015wg,enrolled2016chron,enrolled2016ord,enrolled2016sop,enrolled2016wg,enrolled2017chron,enrolled2017ord,enrolled2017sop,enrolled2017wg,enrolled2018chron,enrolled2018ord,enrolled2018sop,enrolled2018wg,kg,region,webpage
"гр.София,  ж.к. ""Младост 3"" до бл. 363/368 ",12,11,0,0,5,40,0,0,10,31,0,0,7,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №178 Сребърно копитце (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/144;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Герман,  ул. ""Патриарх Герман"", № 81А",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №180 Зайченцето бяло - почасова организация,Панчарево,https://kg.sofia.bg/isodz/dz/361;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Мрамор,  ул. ""Л. Kаравелов"", №16",0,22,0,0,0,19,0,0,0,27,0,0,0,24,0,0,0,21,0,0,0,0,0,0,0,0,0,0,ДГ №176 Зорница (с яслени групи),Връбница,https://kg.sofia.bg/isodz/dz/195;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Негован,  ул. ""Училищна"", №6",0,10,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 176 ОУ ""Kирил и Методий"" (полудневна организация)",Нови Искър,https://kg.sofia.bg/isodz/dz/457;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Волуяк,  ул. ""Зорница"", №42",0,4,0,0,0,23,0,0,0,23,0,1,0,18,0,1,4,20,0,0,0,3,0,0,0,0,0,0,ДГ №176 Зорница - филиал с. Волуяк,Връбница,https://kg.sofia.bg/isodz/dz/194;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  местност Витоша, ВЕЦ Симеоново ,  ул. ""Тодор Чипев"", № 1",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №175 Слънчеви лъчи - почасова организация,Лозенец,https://kg.sofia.bg/isodz/dz/357;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  местност Витоша, ВЕЦ Симеоново ,  ул. ""Тодор Чипев"", № 1",10,17,0,2,22,17,1,0,16,21,0,0,12,23,0,1,8,22,0,0,5,20,0,0,0,0,0,0,ДГ №175 Слънчеви лъчи (с яслени групи),Лозенец,https://kg.sofia.bg/isodz/dz/298;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Мала планина"", №36",3,24,0,2,8,50,1,0,5,26,0,1,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №174 Фют,Лозенец,https://kg.sofia.bg/isodz/dz/153;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Надежда - 1,  ул. ""Кирил Дрангов"", №14",9,45,6,0,14,17,1,0,12,17,2,2,14,44,1,0,5,38,0,0,5,10,0,0,0,0,0,0,ДГ №172 София (с яслени групи),Надежда,https://kg.sofia.bg/isodz/dz/304;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.Нови Искър,  кв. Гниляне, ул. ""Христо Ботев"", №51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 172 ОУ ""Христо Ботев"" (полудневна организация)",Нови Искър,https://kg.sofia.bg/isodz/dz/456;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Петко Д. Петков"", №14",25,34,7,0,26,42,2,1,20,47,4,0,8,52,1,0,12,47,0,1,2,15,0,0,0,0,0,0,ДГ №171 Свобода (с яслени групи),Надежда,https://kg.sofia.bg/isodz/dz/128;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.Нови Искър,  кв. ""Кумарица"", ул. ""Светлина"", №26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 171 ОУ ""Стоил Попов"" (полудневна организация)",Нови Искър,https://kg.sofia.bg/isodz/dz/455;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Филип Тотю"" № 24 ",3,54,2,0,3,26,1,0,3,57,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №173 Звънче - сграда Алиса,Подуяне,https://kg.sofia.bg/isodz/dz/5;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.Нови Искър,  ул. ""Искърско дефиле"", №277",0,17,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 170 СУ ""Васил Левски"" (полудневна организация)",Нови Искър,https://kg.sofia.bg/isodz/dz/454;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Златица"" № 46 ",2,51,0,0,5,25,0,0,3,27,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №173 Звънче,Подуяне,https://kg.sofia.bg/isodz/dz/55;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бул. ""Алеко Туранджа"", № 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №169 Коледарче - почасова организация,Красна поляна,https://kg.sofia.bg/isodz/dz/356;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бул. ""Алеко Туранджа"", № 4",10,41,0,0,12,24,0,0,6,53,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №169 Коледарче,Красна поляна,https://kg.sofia.bg/isodz/dz/77;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Лидице"", №261",0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №168 Слънчогледи - сграда ул. Лидице,Слатина,https://kg.sofia.bg/isodz/dz/216;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Янко Забунов"", бл. 40-41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ДГ №167 Малкият принц - сграда ул. Янко Забунов, почасова организация",Триадица,https://kg.sofia.bg/isodz/dz/355;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Сава Филаретов"" №44",0,0,0,0,0,0,0,0,2,27,0,0,2,27,0,0,4,20,0,0,2,23,0,0,0,0,0,0,ДГ №170 Пчелица - сграда 2,Надежда,https://kg.sofia.bg/isodz/dz/239;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Андрей Николов"", №254",0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №168 Слънчогледи - сграда ул. Андрей Николов,Слатина,https://kg.sofia.bg/isodz/dz/215;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Любородне"", №4",1,9,1,0,4,24,1,0,1,0,0,0,0,27,0,0,5,20,0,0,0,0,0,0,0,0,0,0,ДГ №170 Пчелица (с яслени групи),Надежда,https://kg.sofia.bg/isodz/dz/113;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Постоянство"" , №9",1,47,1,1,0,51,5,0,0,54,13,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №168 Слънчогледи,Слатина,https://kg.sofia.bg/isodz/dz/142;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Балша"", № 6-8",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №167 Малкият принц - почасова организация,Триадица,https://kg.sofia.bg/isodz/dz/354;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Янко Забунов"", бл. 40-41  ",0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №167 Малкият принц - сграда ул. Янко Забунов,Триадица,https://kg.sofia.bg/isodz/dz/285;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Балша"", № 6-8 ",8,55,0,0,4,27,0,0,13,50,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №167 Малкият принц,Триадица,https://kg.sofia.bg/isodz/dz/87;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Горски пътник"", № 23",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №166 Веселушка - почасова организация,Лозенец,https://kg.sofia.bg/isodz/dz/353;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Горски пътник"", № 23",4,18,1,1,8,22,0,0,8,24,1,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №166 Веселушка,Лозенец,https://kg.sofia.bg/isodz/dz/21;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Чарлз Дарвин"", № 19",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №165 Латинка - почасова организация,Изгрев,https://kg.sofia.bg/isodz/dz/352;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Дружба II"", ул. ""Обиколна"", №36",0,10,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 163 ОУ ""Черноризец Храбър"" (полудневна организация)",Искър,https://kg.sofia.bg/isodz/dz/453;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Ботунец, ул. ""Свобода"", №10",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 162 ОУ ""Отец Паисий"" (полудневна организация)",Кремиковци,https://kg.sofia.bg/isodz/dz/452;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Мечево усое"", №6",13,30,0,2,36,25,0,6,21,35,0,2,15,16,0,4,6,19,0,1,0,0,0,0,0,0,0,0,ДГ №164 Зорница (с яслени групи),Овча купел,https://kg.sofia.bg/isodz/dz/66;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Урвич"" № 12 ",9,46,0,0,7,25,0,0,13,23,0,0,9,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №162 Вихрогонче,Красно село,https://kg.sofia.bg/isodz/dz/22;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Чарлз Дарвин"", № 19",1,26,0,0,0,33,0,0,0,64,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №165 Латинка,Изгрев,https://kg.sofia.bg/isodz/dz/79;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. Емине №8, бл.46",0,0,0,0,2,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №162 Вихрогонче - сграда,Красно село,https://kg.sofia.bg/isodz/dz/268;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Овча купел, бл. 611, вх. А",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,4,0,0,0,0,0,0,"ДГ №161 Ласка - сграда 2 ж.к. Овча купел, бл. 611",Овча купел,https://kg.sofia.bg/isodz/dz/297;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Захари Зограф №1-Драгалев.  ",14,32,0,0,13,22,0,1,11,17,0,0,10,19,0,0,3,20,0,0,0,0,0,0,0,0,0,0,ДГ №160 Драгалевци (с яслени групи),Витоша,https://kg.sofia.bg/isodz/dz/57;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Христо Белчев"", № 13",0,0,0,0,2,26,0,0,3,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №159 Олимпийче - сграда 2,Средец,https://kg.sofia.bg/isodz/dz/272;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул.  ""Гладстон"", №38",4,20,2,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №159 Олимпийче,Средец,https://kg.sofia.bg/isodz/dz/184;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Овча купел,  ул. ""Маестро Кънев"", №29",12,43,1,7,16,17,1,42,13,10,1,12,22,28,1,10,10,21,0,2,0,5,0,0,0,0,0,0,ДГ №161 Ласка (с яслени групи),Овча купел,https://kg.sofia.bg/isodz/dz/303;jsessionid=B61DA1F6877670D965AC9BEF814AC209
" кв. Драгалевци, ул. ""Кумините"" № 3  ",0,0,0,0,0,0,0,0,3,25,0,0,2,26,0,0,10,38,0,1,0,0,0,0,0,0,0,0,ДГ №160 Драгалевци - сграда 2,Витоша,https://kg.sofia.bg/isodz/dz/480;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул.""Евлия Челеби"", № 1",9,16,0,10,0,0,0,0,19,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №161 Ласка - сграда 1 ул. Евлия Челеби,Овча купел,https://kg.sofia.bg/isodz/dz/78;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Христо Белчев"", № 13",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ДГ №159 Олимпийче - сграда 2, почасова организация",Средец,https://kg.sofia.bg/isodz/dz/351;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Захарна фабрика"" ",6,12,0,0,2,27,0,0,2,28,0,0,7,29,0,0,4,21,0,0,0,12,0,0,0,0,0,0,ДГ №158 Зора (с яслени групи),Илинден,https://kg.sofia.bg/isodz/dz/61;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.Нови Искър,  ул. ""Беласица"", №26",0,26,0,0,0,23,17,0,0,32,3,0,0,35,0,0,1,35,0,0,0,16,0,0,0,0,0,0,ДГ №157 Детска стряха (с яслени групи),Нови Искър,https://kg.sofia.bg/isodz/dz/33;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Кривина,  ул. ""Просвета"", №5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 155 ОУ ""Св. Св.Kирил и Методий""",Панчарево,https://kg.sofia.bg/isodz/dz/478;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Каймакчалан"" № 4",8,19,1,0,6,24,1,0,10,25,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №155 Веселина - сграда 2,Слатина,https://kg.sofia.bg/isodz/dz/201;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Георги Минчев"", №35",16,41,1,0,13,46,4,0,10,22,1,0,5,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №155 Веселина,Слатина,https://kg.sofia.bg/isodz/dz/20;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. 114, №3",1,49,1,1,4,52,2,0,1,66,0,0,1,45,0,0,4,41,0,1,1,4,0,0,0,0,0,0,ДГ №152 Люляче (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/84;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Слатинска"", №60",3,28,0,0,0,29,2,0,6,32,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №154 Сбъдната мечта,Слатина,https://kg.sofia.bg/isodz/dz/124;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бл.73",1,8,0,0,0,9,0,0,2,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №154 Сбъдната мечта - сграда бл.73,Слатина,https://kg.sofia.bg/isodz/dz/197;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Мърфи"", №1",0,0,0,0,0,0,0,0,3,18,0,1,0,26,0,0,3,20,0,0,0,0,0,0,0,0,0,0,ДГ №151 Леда Милева (с яслени групи),Оборище,https://kg.sofia.bg/isodz/dz/187;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Цар Симеон"" № 225 ",0,46,2,0,1,55,2,0,0,28,3,0,5,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №153 Света Троица,Илинден,https://kg.sofia.bg/isodz/dz/126;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Слатинска"", №35",0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 148 ОУ ""Любомир Милетич"" (полудневна организация)",Слатина,https://kg.sofia.bg/isodz/dz/449;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Горни Богров,  ул. ""Трайчо Костов"" № 1",0,9,0,0,0,14,2,0,0,10,0,0,0,5,0,0,0,19,0,0,0,10,0,0,0,0,0,0,ДГ №147 Славейче (с яслени групи),Кремиковци,https://kg.sofia.bg/isodz/dz/189;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Овча купел-2"", ул. ""Ив. Хаджийски"", №21",0,11,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 149 СУ ""Иван Хаджийски"" (целодневна организация)",Овча купел,https://kg.sofia.bg/isodz/dz/450;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Железопътна"" № 22 ",0,44,0,0,0,29,0,0,0,60,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №149 Зорница,Сердика,https://kg.sofia.bg/isodz/dz/65;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Малашевци"",  ул. ""Училищна"", №10",0,18,0,0,0,26,1,1,0,24,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №149 Зорница - сграда 2,Сердика,https://kg.sofia.bg/isodz/dz/62;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Hеофит Бозвели"", №26",0,29,2,0,1,30,2,0,4,27,1,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №148 Слънце,Подуяне,https://kg.sofia.bg/isodz/dz/136;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. Оборище, №94-96",14,14,0,0,10,18,0,0,6,19,1,0,10,28,0,0,0,0,0,0,5,18,0,0,0,0,0,0,ДГ №151 Леда Милева - сграда ул. Оборище,Оборище,https://kg.sofia.bg/isodz/dz/292;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Мърчаево,  ул. ""Цар Симеон"", №62",0,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 152 ОУ ""Св. св. Кирил и Методий"" (целодневна организация)",Витоша,https://kg.sofia.bg/isodz/dz/451;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Яна,  ул. ""Райна Княгиня"" № 4",0,4,1,0,0,13,0,0,0,11,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №147 Славейче - филиал с. Яна,Кремиковци,https://kg.sofia.bg/isodz/dz/186;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Д-р Калинов"", №40",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 147 ОУ ""Йордан Радичков"" (полудневна организация)",Красна поляна,https://kg.sofia.bg/isodz/dz/448;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Kремиковци,  ул. ""Св.Св.Кирил и Методий""
, №2",0,33,0,0,0,31,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №146 Звездица,Кремиковци,https://kg.sofia.bg/isodz/dz/52;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Волуяк,  ул. ""Зорница"", №63",0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 146 ОУ ""Патриарх Евтимий"" (полудневна организация)",Връбница,https://kg.sofia.bg/isodz/dz/447;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост-1А"", ул. ""Ресен"", №1",0,75,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 145 ОУ ""Симеон Радев"" (полудневна организация)",Младост,https://kg.sofia.bg/isodz/dz/446;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бул. ""Никола Мушанов"" № 151 ",4,21,0,0,3,27,0,0,1,22,2,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №145 Българка,Красно село,https://kg.sofia.bg/isodz/dz/15;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост-3"", ул. ""Бъднина"", №1",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 144 СУ ""Народни будители"" (полудневна организация)",Младост,https://kg.sofia.bg/isodz/dz/445;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Дружба"" II,  Ханс Кристиан Андерсен",4,84,1,0,18,39,2,0,19,44,0,0,14,76,0,0,12,41,0,0,3,19,0,0,0,0,0,0,ДГ №144 Ханс Кристиан Андерсен (с яслени групи),Искър,https://kg.sofia.bg/isodz/dz/154;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Пчела"", №21",0,24,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 142 ОУ ""Веселин Ханчев"" (целодневна организация)",Красно село,https://kg.sofia.bg/isodz/dz/444;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Хайдушка поляна"", №4",0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №142 - сграда ул. Хайдушка поляна,Красно село,https://kg.sofia.bg/isodz/dz/213;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бул. ""Цар Борис III"" № 54а ",12,38,3,0,11,22,3,1,13,48,2,0,5,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №142,Красно село,https://kg.sofia.bg/isodz/dz/182;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Тинтява"", № 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №143 Щурче - почасова организация,Панчарево,https://kg.sofia.bg/isodz/dz/350;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Тинтява"", № 5",0,29,0,3,0,37,0,1,0,36,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №143 Щурче,Панчарево,https://kg.sofia.bg/isodz/dz/167;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Свобода""",0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 141 OУ ""Народни будители"" (целодневна организация)",Надежда,https://kg.sofia.bg/isodz/dz/443;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Долни Богров,  ул. ""10-та"", № 27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №140 Зорница - почасова организация,Кремиковци,https://kg.sofia.bg/isodz/dz/349;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Долни Богров,  ул. ""10-та"", № 27",0,24,0,0,0,17,0,0,0,11,0,0,0,22,0,0,0,30,0,0,0,0,0,0,0,0,0,0,ДГ №140 Зорница (с яслени групи),Кремиковци,https://kg.sofia.bg/isodz/dz/282;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Дико Илиев"", №9",0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 140 СУ ""Д-р Иван Богоров"" (полудневна организация)",Връбница,https://kg.sofia.bg/isodz/dz/464;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Св.  Наум"", №22",3,32,3,0,1,43,0,0,14,2,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №141 Славейкова поляна - сграда 2 (Логопедичен корпус),Лозенец,https://kg.sofia.bg/isodz/dz/170;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Дико Илиев"", №9",0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 140 СУ ""Д-р Иван Богоров"" (целодневна организация)",Връбница,https://kg.sofia.bg/isodz/dz/442;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Луи Пастьор"", №4",6,24,0,0,3,29,0,0,4,24,3,0,2,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №139 Панорама - сграда ул. Луи Пастьор,Люлин,https://kg.sofia.bg/isodz/dz/220;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Света гора"", №32",9,22,0,0,8,27,0,0,8,25,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №141 Славейкова поляна,Лозенец,https://kg.sofia.bg/isodz/dz/130;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Ген. Асен Николов"", №12",10,21,0,0,9,19,3,0,8,46,8,0,6,24,5,0,5,20,0,0,0,0,0,0,0,0,0,0,ДГ №139 Панорама (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/101;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Д. Хаджикоцев"", №44",1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 139 ОУ ""Захарий Kруша"" (полудневна организация)",Лозенец,https://kg.sofia.bg/isodz/dz/441;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  Република , №70",7,19,1,3,2,30,0,1,0,35,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,ДГ №137 Калина Малина (с яслени групи),Надежда,https://kg.sofia.bg/isodz/dz/72;jsessionid=B61DA1F6877670D965AC9BEF814AC209
