address,enrolled2012chron,enrolled2012ord,enrolled2012sop,enrolled2012wg,enrolled2013chron,enrolled2013ord,enrolled2013sop,enrolled2013wg,enrolled2014chron,enrolled2014ord,enrolled2014sop,enrolled2014wg,enrolled2015chron,enrolled2015ord,enrolled2015sop,enrolled2015wg,enrolled2016chron,enrolled2016ord,enrolled2016sop,enrolled2016wg,enrolled2017chron,enrolled2017ord,enrolled2017sop,enrolled2017wg,enrolled2018chron,enrolled2018ord,enrolled2018sop,enrolled2018wg,kg,region,webpage
"с.Световрачене,  ул. ""Миладин Цветков"", №3",2,24,0,0,2,27,0,0,0,22,0,0,0,15,0,0,3,22,0,0,0,0,0,0,0,0,0,0,ДГ №114 Светулка (с яслени групи),Нови Искър,https://kg.sofia.bg/isodz/dz/127;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бул. ""Ал. Пушкин"", №2",0,0,0,0,14,14,1,0,7,20,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №116 Мусала - сграда бул. Ал. Пушкин №2,Витоша,https://kg.sofia.bg/isodz/dz/223;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Мусала"", №7",0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №116 Мусала (с яслени групи),Витоша,https://kg.sofia.bg/isodz/dz/94;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул.  ""Преспа"", №3",7,22,2,0,7,28,0,0,12,57,0,0,7,51,0,2,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №113 Преспа,Средец,https://kg.sofia.bg/isodz/dz/105;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Бояна,  ул. ""Боянско езеро"", №3",0,0,0,0,3,22,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №112 Детски свят - сграда 2,Витоша,https://kg.sofia.bg/isodz/dz/365;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Княз Ал. Дондуков"", №60",0,49,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 112 ОУ ""Стоян Заимов"" (полудневна организация)",Оборище,https://kg.sofia.bg/isodz/dz/430;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Детски мир"" № 5 кв. Бояна ",4,21,3,0,4,23,1,0,2,21,0,5,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №112 Детски свят,Витоша,https://kg.sofia.bg/isodz/dz/34;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Кораб планина""",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №111 Корабче - почасова организация,Лозенец,https://kg.sofia.bg/isodz/dz/474;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Пиротска"", №177",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 113 СУ ""Сава Филаретов"" (полудневна организация)",Илинден,https://kg.sofia.bg/isodz/dz/431;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Кораб планина"", №42",5,22,0,0,3,28,0,0,4,26,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №111 Корабче,Лозенец,https://kg.sofia.bg/isodz/dz/181;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Хан Аспарух"", №52",0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №113 Преспа - сграда,Средец,https://kg.sofia.bg/isodz/dz/273;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Батуня"", № 75",0,22,0,0,0,0,0,0,3,24,0,0,2,26,0,0,3,17,0,0,1,3,0,0,0,0,0,0,ДГ №110 Слънчева мечта (с яслени групи),Подуяне,https://kg.sofia.bg/isodz/dz/138;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Батуня"", № 75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №110 Слънчева мечта - почасова организация,Подуяне,https://kg.sofia.bg/isodz/dz/338;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Вършец"", № 11",0,19,1,0,1,33,0,0,0,13,0,0,2,28,0,0,1,8,0,0,0,0,0,0,0,0,0,0,ДГ №110 Слънчева мечта - сграда 2,Подуяне,https://kg.sofia.bg/isodz/dz/8;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Григор Пърличев"" № 10",0,25,0,0,1,32,0,0,0,29,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №107 Бон-бон,Красно село,https://kg.sofia.bg/isodz/dz/193;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост 1"" до бл.  69",2,40,0,0,1,60,1,0,4,25,2,0,5,53,0,0,5,41,0,0,3,3,0,0,0,0,0,0,ДГ №109 Зорница (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/63;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Дружба"" I - до бл. 42,43",0,26,0,0,0,29,0,0,1,25,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №108 Детско царство - сграда до бл. 42,Искър,https://kg.sofia.bg/isodz/dz/200;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Дружба"" I ",0,24,1,0,0,56,1,0,0,57,1,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №108 Детско царство,Искър,https://kg.sofia.bg/isodz/dz/38;jsessionid=B61DA1F6877670D965AC9BEF814AC209
NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №109 Зорница - почасова организация,Младост,https://kg.sofia.bg/isodz/dz/486;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Григорий Цамблак"", №18",0,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 106 ОУ ""Григорий Цамблак"" (полудневна организация)",Подуяне,https://kg.sofia.bg/isodz/dz/428;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Родопи"" № 8 ",1,31,0,1,0,30,0,1,1,30,0,0,3,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №106 Княгиня Мария-Луиза,Сердика,https://kg.sofia.bg/isodz/dz/76;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Емануил Васкидович"", № 40",4,43,0,0,13,16,0,0,12,48,0,0,6,50,0,0,7,32,0,0,3,8,0,0,0,0,0,0,ДГ №105 Ракета (с яслени групи),Подуяне,https://kg.sofia.bg/isodz/dz/118;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Емануил Васкидович"", № 40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №105 Ракета - почасова организация,Подуяне,https://kg.sofia.bg/isodz/dz/337;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Веслец"" №38",0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №104 Моят свят - сграда 4,Оборище,https://kg.sofia.bg/isodz/dz/269;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Цар Симеон"", №5",0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №104 Моят свят - сграда 2,Оборище,https://kg.sofia.bg/isodz/dz/212;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Чумерна"" № 15 ",1,25,1,0,4,26,1,0,6,24,1,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №104 Моят свят,Оборище,https://kg.sofia.bg/isodz/dz/93;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Веслец"" № 31 ",3,21,2,0,3,46,2,0,2,25,1,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №104 Моят свят - сграда 3,Оборище,https://kg.sofia.bg/isodz/dz/70;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Филиповци""",0,28,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 103 ОУ ""Васил Левски"" (полудневна организация)",Люлин,https://kg.sofia.bg/isodz/dz/427;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Гинци"", № 16",9,22,0,1,10,43,2,0,9,48,2,0,7,50,1,0,5,22,0,0,3,17,0,0,0,0,0,0,ДГ №103 Патиланско царство (с яслени групи),Подуяне,https://kg.sofia.bg/isodz/dz/102;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.Нови Искър,  кв. Курило,  ул. ""Кременица"", №18",0,10,1,0,0,13,0,0,0,7,1,0,0,15,0,0,0,23,0,0,0,0,0,0,0,0,0,0,ДГ №102 Кременица,Нови Искър,https://kg.sofia.bg/isodz/dz/188;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Илинденско въстание"", №36",0,8,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 101 СУ ""Бачо Kиро"" (полудневна организация)",Надежда,https://kg.sofia.bg/isodz/dz/426;jsessionid=B61DA1F6877670D965AC9BEF814AC209
NA,0,5,2,2,0,8,1,0,0,3,0,0,0,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,ДГ №102 Кременица - филиал с. Кътина,Нови Искър,https://kg.sofia.bg/isodz/dz/290;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.Нови Искър,  Гниляне",0,3,3,0,0,6,0,0,0,3,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,ДГ №102 Кременица - сграда кв. Гниляне,Нови Искър,https://kg.sofia.bg/isodz/dz/291;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Фортов път"", №2",5,22,13,1,9,39,13,0,12,18,8,2,4,54,2,1,5,28,0,1,3,16,0,0,0,0,0,0,ДГ №101 Ябълкова градина (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/168;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Гинци"", № 16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №103 Патиланско царство - почасова организация,Подуяне,https://kg.sofia.bg/isodz/dz/336;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Иван Йосифов"", №68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 100 ОУ ""Hайден Геров"" (полудневна организация)",Сердика,https://kg.sofia.bg/isodz/dz/425;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Марин Дринов"", №11А",0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №100 Акад. Пенчо Н. Райков - сграда ул. Марин Дринов 11А,Оборище,https://kg.sofia.bg/isodz/dz/289;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Велико Търново"", №4",0,25,2,0,0,0,0,0,0,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №100 Акад. Пенчо Н. Райков - сграда ул. Велико Търново № 4,Оборище,https://kg.sofia.bg/isodz/dz/288;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Битоля"", № 27",0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №99 Брезичка - почасова организация,Красно село,https://kg.sofia.bg/isodz/dz/335;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Велико Търново"" № 2 ",0,0,0,0,1,29,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №100 Акад. Пенчо Н. Райков,Оборище,https://kg.sofia.bg/isodz/dz/3;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Бели брези, бл. 1",0,0,0,0,0,0,0,0,4,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №99 Брезичка - сграда бл. 1,Красно село,https://kg.sofia.bg/isodz/dz/296;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Бели брези, бл. 6 ",0,0,0,0,3,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №99 Брезичка - сграда бл.6,Красно село,https://kg.sofia.bg/isodz/dz/276;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Бели брези, бл. 23",0,0,0,0,6,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №99 Брезичка - сграда бл.23,Красно село,https://kg.sofia.bg/isodz/dz/277;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  бл. 31",6,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №99 Брезичка - сграда бл.31,Красно село,https://kg.sofia.bg/isodz/dz/240;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост 2"", до блок 241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №98 Слънчево зайче - почасова организация,Младост,https://kg.sofia.bg/isodz/dz/476;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Бели брези, бл. 4",0,0,0,0,0,0,0,0,0,0,0,0,5,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №99 Брезичка - сграда бл.4,Красно село,https://kg.sofia.bg/isodz/dz/219;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Битоля"", № 27",12,42,4,0,6,24,1,0,23,34,3,0,11,19,1,0,5,25,0,0,0,0,0,0,0,0,0,0,ДГ №99 Брезичка,Красно село,https://kg.sofia.bg/isodz/dz/13;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Младост 2"", до блок 241",5,43,2,0,2,36,0,0,5,23,3,0,5,54,0,1,5,31,0,0,5,9,0,0,0,0,0,0,ДГ №98 Слънчево зайче (с яслени групи),Младост,https://kg.sofia.bg/isodz/dz/207;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Лозен,  ул. ""Светлина"", №2",0,13,0,0,0,18,0,0,0,14,1,0,0,14,0,0,5,20,0,0,0,0,0,0,0,0,0,0,ДГ №97 Изгрев - сграда с. Долни Лозен,Панчарево,https://kg.sofia.bg/isodz/dz/229;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Лозен,  ул. ""Янко Панайотов"", №29",0,26,1,0,0,33,0,0,0,30,2,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №97 Изгрев (с яслени групи),Панчарево,https://kg.sofia.bg/isodz/dz/69;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Люлин-V м.р., ул. ""504"", №1",0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 97 СУ ""Братя Миладинови"" (полудневна организация)",Люлин,https://kg.sofia.bg/isodz/dz/463;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Люлин-V м.р., ул. ""504"", №1",0,12,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 97 СУ ""Братя Миладинови"" (целодневна организация)",Люлин,https://kg.sofia.bg/isodz/dz/424;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Дружба 1,  Полковник Чудомир Топлодолски",1,41,1,0,0,36,1,0,1,31,0,0,1,25,0,0,0,21,0,0,0,0,0,0,0,0,0,0,ДГ №96 Росна китка (с яслени групи),Искър,https://kg.sofia.bg/isodz/dz/121;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Тома Давидов"", № 3",6,21,0,0,7,24,0,0,8,25,0,0,6,29,0,0,2,26,0,1,3,23,0,0,0,0,0,0,ДГ №95 Омайниче (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/179;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Тома Давидов"", № 3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №95 Омайниче - почасова организация,Люлин,https://kg.sofia.bg/isodz/dz/334;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.Бухово,  ул. ""Никола Бонев"", № 6",0,28,0,0,0,16,0,0,0,13,0,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,ДГ №94 Детски свят (с яслени групи),Кремиковци,https://kg.sofia.bg/isodz/dz/178;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Хр.Ботев"", ул. ""511"", №22",0,40,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 94 СУ ""Димитър Страшимиров"" (полудневна организация)",Слатина,https://kg.sofia.bg/isodz/dz/422;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Гео Милев"", №32",0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 93 СУ ""Александър Балан"" (полудневна организация)",Слатина,https://kg.sofia.bg/isodz/dz/460;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.Бухово,  ул. ""Никола Бонев"", № 6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №94 Детски свят - почасова организация,Кремиковци,https://kg.sofia.bg/isodz/dz/333;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Гео Милев"", №32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 93 СУ ""Александър Балан"" (целодневна организация)",Слатина,https://kg.sofia.bg/isodz/dz/421;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Хубча"" бл. 195",5,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №93 Чуден свят - сграда бл. 195,Красно село,https://kg.sofia.bg/isodz/dz/283;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Левски-В"", ул. ""Ген. Инзов"", № 44",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ДГ №92 Мечта - сграда Левски В, почасова организация",Подуяне,https://kg.sofia.bg/isodz/dz/332;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Левски-Г"", ул. ""Пор. Г. Кюмюрджиев"", № 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №92 Мечта - почасова организация,Подуяне,https://kg.sofia.bg/isodz/dz/331;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Левски-Г"", ул. ""Пор. Г. Кюмюрджиев"", № 2",8,52,0,0,10,42,2,0,1,53,0,0,8,24,0,0,6,13,0,0,0,6,0,0,0,0,0,0,ДГ №92 Мечта (с яслени групи),Подуяне,https://kg.sofia.bg/isodz/dz/91;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Левски-В"", ул. ""Ген. Инзов"", № 44",8,26,0,0,5,25,0,1,7,23,0,1,7,49,0,0,5,16,0,0,0,4,0,1,0,0,0,0,ДГ №92 Мечта - сграда Левски В,Подуяне,https://kg.sofia.bg/isodz/dz/218;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Дебър"" № 16-22 ",0,22,2,0,12,67,4,1,8,72,0,4,15,80,0,1,16,59,0,0,4,21,0,0,0,0,0,0,ДГ №93 Чуден свят (с яслени групи),Красно село,https://kg.sofia.bg/isodz/dz/157;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Добротич"", №21",0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 92 ОУ ""Димитър Талев"" (целодневна организация)",Красна поляна,https://kg.sofia.bg/isodz/dz/420;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Левски-Г""",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №91 Слънчев кът - почасова организация,Подуяне,https://kg.sofia.bg/isodz/dz/330;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. ""Левски-Г""",10,39,0,0,9,47,3,0,8,47,1,0,14,49,1,0,7,30,0,0,2,10,0,0,0,0,0,0,ДГ №91 Слънчев кът (с яслени групи),Подуяне,https://kg.sofia.bg/isodz/dz/137;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Бял люляк"", №19",0,0,0,0,0,0,0,0,6,35,2,0,1,39,0,0,5,9,0,0,0,11,0,0,0,0,0,0,ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,Надежда,https://kg.sofia.bg/isodz/dz/260;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. Люлин-II м.р., ул. ""204"", №3",0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 90 СУ ""Ген. Хосе де Сан Мартин"" (полудневна организация)",Люлин,https://kg.sofia.bg/isodz/dz/419;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Иван Момчилов"" , №44",2,13,3,0,6,50,2,0,2,26,0,1,1,49,0,0,5,18,0,1,1,24,0,0,0,0,0,0,ДГ №90 Веса Паспалеева (с яслени групи),Надежда,https://kg.sofia.bg/isodz/dz/19;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Овча купел-1"", ул. ""Д. Попниколов"", №7",0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 88 СУ ""Димитър Попниколов"" (полудневна организация)",Овча купел,https://kg.sofia.bg/isodz/dz/417;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Дружба"", ул. ""Чудомир Топлодолски"", №4",0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 89 ОУ ""Д-р Христо Стамболски"" (полудневна организация)",Искър,https://kg.sofia.bg/isodz/dz/418;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Враждебна, ул. 27 № 3",0,21,1,1,1,27,2,0,0,23,0,0,0,21,0,0,1,25,0,0,0,0,0,0,0,0,0,0,ДГ №89 Шарена дъга (с яслени групи),Кремиковци,https://kg.sofia.bg/isodz/dz/159;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Цар Петър I"", № 5",0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №87 Буката - почасова организация,Триадица,https://kg.sofia.bg/isodz/dz/329;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Дружба"" II,  4 м. р.  ",1,53,2,0,5,56,2,0,2,91,1,1,8,52,0,0,5,17,0,0,0,4,0,1,0,0,0,0,ДГ №88 Детски рай (с яслени групи),Искър,https://kg.sofia.bg/isodz/dz/35;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ""Христо Ботев"", №14",3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №87 Буката - сграда 2,Триадица,https://kg.sofia.bg/isodz/dz/271;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Цар Петър I"", № 5 ",8,23,0,0,8,25,0,0,8,51,0,0,10,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №87 Буката,Триадица,https://kg.sofia.bg/isodz/dz/14;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Дамян Груев"" № 44",0,15,0,0,4,55,1,0,0,58,1,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №85 Родина,Красно село,https://kg.sofia.bg/isodz/dz/120;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Владая,  ул. ""Брезова гора"", №1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 86 ОУ ""Св. Kлимент Охридски"" (целодневна организация)",Витоша,https://kg.sofia.bg/isodz/dz/416;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"с.Герман,  ул. ""Патриарх Герман"", №81Б",0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 84 ОУ ""Васил Левски"" (целодневна организация)",Панчарево,https://kg.sofia.bg/isodz/dz/415;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. Тома Давидов 44",9,48,0,0,7,49,2,0,4,50,0,0,5,50,0,0,5,31,0,0,2,8,0,0,0,0,0,0,ДГ №86 Асен Босев (с яслени групи),Люлин,https://kg.sofia.bg/isodz/dz/7;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ж.к. ""Овча купел"" - II, кв. 5, ул.""Детелина"" № 1",28,24,3,4,14,14,0,0,14,54,0,2,15,16,0,0,10,40,0,0,0,0,0,0,0,0,0,0,ДГ №84 Детелина (с яслени групи),Овча купел,https://kg.sofia.bg/isodz/dz/30;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  ул. ""Елин Пелин"", №21",0,5,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ПГ в 83 ОУ ""Елин Пелин"" (полудневна организация)",Панчарево,https://kg.sofia.bg/isodz/dz/414;jsessionid=B61DA1F6877670D965AC9BEF814AC209
"гр.София,  кв. Требич,  ул. ""Леденика"", №13",0,0,0,0,0,6,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ДГ №83 Славейче - сграда Требич,Надежда,https://kg.sofia.bg/isodz/dz/202;jsessionid=B61DA1F6877670D965AC9BEF814AC209
