born,kg,places,region,tail,webpage
2017,"ДГ №161 Ласка - сграда 2 ж.к. Овча купел, бл. 611",10,Овча купел,Общи,https://kg.sofia.bg/isodz/dz/297
2016,ДГ №161 Ласка - сграда 1 ул. Евлия Челеби,2,Овча купел,Соп,https://kg.sofia.bg/isodz/dz/78
2016,ДГ №161 Ласка - сграда 1 ул. Евлия Челеби,0,Овча купел,Хронични,https://kg.sofia.bg/isodz/dz/78
2016,ДГ №161 Ласка - сграда 1 ул. Евлия Челеби,5,Овча купел,Социални,https://kg.sofia.bg/isodz/dz/78
2016,ДГ №161 Ласка - сграда 1 ул. Евлия Челеби,10,Овча купел,Общи,https://kg.sofia.bg/isodz/dz/78
2016,ДГ №160 Драгалевци (с яслени групи),4,Витоша,Соп,https://kg.sofia.bg/isodz/dz/57
2016,ДГ №160 Драгалевци (с яслени групи),0,Витоша,Хронични,https://kg.sofia.bg/isodz/dz/57
2016,ДГ №160 Драгалевци (с яслени групи),1,Витоша,Социални,https://kg.sofia.bg/isodz/dz/57
2016,ДГ №160 Драгалевци (с яслени групи),3,Витоша,Общи,https://kg.sofia.bg/isodz/dz/57
2017,ДГ №160 Драгалевци (с яслени групи),0,Витоша,Соп,https://kg.sofia.bg/isodz/dz/57
2017,ДГ №160 Драгалевци (с яслени групи),3,Витоша,Хронични,https://kg.sofia.bg/isodz/dz/57
2017,ДГ №160 Драгалевци (с яслени групи),7,Витоша,Социални,https://kg.sofia.bg/isodz/dz/57
2017,ДГ №160 Драгалевци - сграда 2,0,Витоша,Соп,https://kg.sofia.bg/isodz/dz/480
2017,ДГ №160 Драгалевци - сграда 2,3,Витоша,Хронични,https://kg.sofia.bg/isodz/dz/480
2017,ДГ №160 Драгалевци - сграда 2,7,Витоша,Социални,https://kg.sofia.bg/isodz/dz/480
2017,ДГ №160 Драгалевци - сграда 2,16,Витоша,Общи,https://kg.sofia.bg/isodz/dz/480
2017,ДГ №160 Драгалевци (с яслени групи),16,Витоша,Общи,https://kg.sofia.bg/isodz/dz/57
2016,ДГ №155 Веселина - сграда 2,2,Слатина,Соп,https://kg.sofia.bg/isodz/dz/201
2016,ДГ №155 Веселина - сграда 2,3,Слатина,Хронични,https://kg.sofia.bg/isodz/dz/201
2016,ДГ №155 Веселина - сграда 2,7,Слатина,Социални,https://kg.sofia.bg/isodz/dz/201
2016,ДГ №155 Веселина - сграда 2,15,Слатина,Общи,https://kg.sofia.bg/isodz/dz/201
2016,ДГ №155 Веселина,4,Слатина,Соп,https://kg.sofia.bg/isodz/dz/20
2016,ДГ №155 Веселина,6,Слатина,Хронични,https://kg.sofia.bg/isodz/dz/20
2016,ДГ №155 Веселина,13,Слатина,Социални,https://kg.sofia.bg/isodz/dz/20
2016,ДГ №159 Олимпийче,2,Средец,Соп,https://kg.sofia.bg/isodz/dz/184
2016,ДГ №159 Олимпийче,3,Средец,Хронични,https://kg.sofia.bg/isodz/dz/184
2016,ДГ №159 Олимпийче,7,Средец,Социални,https://kg.sofia.bg/isodz/dz/184
2016,ДГ №159 Олимпийче,15,Средец,Общи,https://kg.sofia.bg/isodz/dz/184
2016,ДГ №155 Веселина,31,Слатина,Общи,https://kg.sofia.bg/isodz/dz/20
2016,ДГ №152 Люляче (с яслени групи),4,Люлин,Соп,https://kg.sofia.bg/isodz/dz/84
2016,ДГ №152 Люляче (с яслени групи),2,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/84
2016,ДГ №152 Люляче (с яслени групи),1,Люлин,Социални,https://kg.sofia.bg/isodz/dz/84
2016,ДГ №152 Люляче (с яслени групи),2,Люлин,Общи,https://kg.sofia.bg/isodz/dz/84
2018,ДГ №152 Люляче (с яслени групи),0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/84
2018,ДГ №152 Люляче (с яслени групи),3,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/84
2016,ДГ №160 Драгалевци - сграда 2,2,Витоша,Соп,https://kg.sofia.bg/isodz/dz/480
2016,ДГ №160 Драгалевци - сграда 2,0,Витоша,Хронични,https://kg.sofia.bg/isodz/dz/480
2016,ДГ №160 Драгалевци - сграда 2,0,Витоша,Социални,https://kg.sofia.bg/isodz/dz/480
2016,ДГ №160 Драгалевци - сграда 2,1,Витоша,Общи,https://kg.sofia.bg/isodz/dz/480
2018,ДГ №151 Леда Милева - сграда ул. Оборище,0,Оборище,Соп,https://kg.sofia.bg/isodz/dz/292
2018,ДГ №151 Леда Милева - сграда ул. Оборище,3,Оборище,Хронични,https://kg.sofia.bg/isodz/dz/292
2018,ДГ №151 Леда Милева - сграда ул. Оборище,7,Оборище,Социални,https://kg.sofia.bg/isodz/dz/292
2018,ДГ №151 Леда Милева - сграда ул. Оборище,16,Оборище,Общи,https://kg.sofia.bg/isodz/dz/292
2018,ДГ №152 Люляче (с яслени групи),4,Люлин,Социални,https://kg.sofia.bg/isodz/dz/84
2018,ДГ №152 Люляче (с яслени групи),8,Люлин,Общи,https://kg.sofia.bg/isodz/dz/84
2016,ДГ №151 Леда Милева (с яслени групи),0,Оборище,Соп,https://kg.sofia.bg/isodz/dz/187
2016,ДГ №151 Леда Милева (с яслени групи),0,Оборище,Хронични,https://kg.sofia.bg/isodz/dz/187
2016,ДГ №151 Леда Милева (с яслени групи),0,Оборище,Социални,https://kg.sofia.bg/isodz/dz/187
2016,ДГ №151 Леда Милева (с яслени групи),0,Оборище,Общи,https://kg.sofia.bg/isodz/dz/187
2016,ДГ №154 Сбъдната мечта - сграда бл.73,1,Слатина,Соп,https://kg.sofia.bg/isodz/dz/197
2016,ДГ №154 Сбъдната мечта - сграда бл.73,1,Слатина,Хронични,https://kg.sofia.bg/isodz/dz/197
2016,ДГ №154 Сбъдната мечта - сграда бл.73,2,Слатина,Социални,https://kg.sofia.bg/isodz/dz/197
2016,ДГ №154 Сбъдната мечта - сграда бл.73,4,Слатина,Общи,https://kg.sofia.bg/isodz/dz/197
2017,ДГ №151 Леда Милева - сграда ул. Оборище,0,Оборище,Соп,https://kg.sofia.bg/isodz/dz/292
2017,ДГ №151 Леда Милева - сграда ул. Оборище,0,Оборище,Хронични,https://kg.sofia.bg/isodz/dz/292
2017,ДГ №151 Леда Милева - сграда ул. Оборище,0,Оборище,Социални,https://kg.sofia.bg/isodz/dz/292
2017,ДГ №151 Леда Милева - сграда ул. Оборище,0,Оборище,Общи,https://kg.sofia.bg/isodz/dz/292
2016,ДГ №149 Зорница - сграда 2,2,Сердика,Соп,https://kg.sofia.bg/isodz/dz/62
2016,ДГ №149 Зорница - сграда 2,3,Сердика,Хронични,https://kg.sofia.bg/isodz/dz/62
2016,ДГ №149 Зорница - сграда 2,7,Сердика,Социални,https://kg.sofia.bg/isodz/dz/62
2016,ДГ №149 Зорница - сграда 2,15,Сердика,Общи,https://kg.sofia.bg/isodz/dz/62
2017,ДГ №152 Люляче (с яслени групи),0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/84
2017,ДГ №152 Люляче (с яслени групи),2,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/84
2017,ДГ №152 Люляче (с яслени групи),9,Люлин,Социални,https://kg.sofia.bg/isodz/dz/84
2017,ДГ №152 Люляче (с яслени групи),21,Люлин,Общи,https://kg.sofia.bg/isodz/dz/84
2016,ДГ №149 Зорница,2,Сердика,Соп,https://kg.sofia.bg/isodz/dz/65
2016,ДГ №149 Зорница,3,Сердика,Хронични,https://kg.sofia.bg/isodz/dz/65
2016,ДГ №149 Зорница,13,Сердика,Социални,https://kg.sofia.bg/isodz/dz/65
2016,ДГ №149 Зорница,29,Сердика,Общи,https://kg.sofia.bg/isodz/dz/65
2016,ДГ №148 Слънце,2,Подуяне,Соп,https://kg.sofia.bg/isodz/dz/136
2016,ДГ №148 Слънце,3,Подуяне,Хронични,https://kg.sofia.bg/isodz/dz/136
2016,ДГ №148 Слънце,7,Подуяне,Социални,https://kg.sofia.bg/isodz/dz/136
2016,ДГ №148 Слънце,15,Подуяне,Общи,https://kg.sofia.bg/isodz/dz/136
2016,ДГ №153 Света Троица,4,Илинден,Соп,https://kg.sofia.bg/isodz/dz/126
2016,ДГ №153 Света Троица,6,Илинден,Хронични,https://kg.sofia.bg/isodz/dz/126
2016,ДГ №153 Света Троица,13,Илинден,Социални,https://kg.sofia.bg/isodz/dz/126
2016,ДГ №153 Света Троица,31,Илинден,Общи,https://kg.sofia.bg/isodz/dz/126
2016,ДГ №154 Сбъдната мечта,2,Слатина,Соп,https://kg.sofia.bg/isodz/dz/124
2016,ДГ №154 Сбъдната мечта,3,Слатина,Хронични,https://kg.sofia.bg/isodz/dz/124
2016,ДГ №154 Сбъдната мечта,7,Слатина,Социални,https://kg.sofia.bg/isodz/dz/124
2016,ДГ №154 Сбъдната мечта,15,Слатина,Общи,https://kg.sofia.bg/isodz/dz/124
2016,ДГ №146 Звездица,2,Кремиковци,Соп,https://kg.sofia.bg/isodz/dz/52
2016,ДГ №146 Звездица,3,Кремиковци,Хронични,https://kg.sofia.bg/isodz/dz/52
2016,ДГ №146 Звездица,7,Кремиковци,Социални,https://kg.sofia.bg/isodz/dz/52
2016,ДГ №146 Звездица,15,Кремиковци,Общи,https://kg.sofia.bg/isodz/dz/52
2016,ДГ №143 Щурче,2,Панчарево,Соп,https://kg.sofia.bg/isodz/dz/167
2016,ДГ №143 Щурче,4,Панчарево,Хронични,https://kg.sofia.bg/isodz/dz/167
2016,ДГ №143 Щурче,9,Панчарево,Социални,https://kg.sofia.bg/isodz/dz/167
2016,ДГ №143 Щурче,21,Панчарево,Общи,https://kg.sofia.bg/isodz/dz/167
2016,ДГ №144 Ханс Кристиан Андерсен (с яслени групи),4,Искър,Соп,https://kg.sofia.bg/isodz/dz/154
2016,ДГ №144 Ханс Кристиан Андерсен (с яслени групи),0,Искър,Хронични,https://kg.sofia.bg/isodz/dz/154
2016,ДГ №144 Ханс Кристиан Андерсен (с яслени групи),8,Искър,Социални,https://kg.sofia.bg/isodz/dz/154
2016,ДГ №144 Ханс Кристиан Андерсен (с яслени групи),17,Искър,Общи,https://kg.sofia.bg/isodz/dz/154
2017,ДГ №144 Ханс Кристиан Андерсен (с яслени групи),0,Искър,Соп,https://kg.sofia.bg/isodz/dz/154
2017,ДГ №144 Ханс Кристиан Андерсен (с яслени групи),3,Искър,Хронични,https://kg.sofia.bg/isodz/dz/154
2017,ДГ №144 Ханс Кристиан Андерсен (с яслени групи),9,Искър,Социални,https://kg.sofia.bg/isodz/dz/154
2018,ДГ №144 Ханс Кристиан Андерсен (с яслени групи),0,Искър,Соп,https://kg.sofia.bg/isodz/dz/154
2018,ДГ №144 Ханс Кристиан Андерсен (с яслени групи),3,Искър,Хронични,https://kg.sofia.bg/isodz/dz/154
2018,ДГ №144 Ханс Кристиан Андерсен (с яслени групи),6,Искър,Социални,https://kg.sofia.bg/isodz/dz/154
2018,ДГ №144 Ханс Кристиан Андерсен (с яслени групи),15,Искър,Общи,https://kg.sofia.bg/isodz/dz/154
2017,ДГ №144 Ханс Кристиан Андерсен (с яслени групи),20,Искър,Общи,https://kg.sofia.bg/isodz/dz/154
2016,ДГ №145 Българка,2,Красно село,Соп,https://kg.sofia.bg/isodz/dz/15
2016,ДГ №145 Българка,3,Красно село,Хронични,https://kg.sofia.bg/isodz/dz/15
2016,ДГ №145 Българка,7,Красно село,Социални,https://kg.sofia.bg/isodz/dz/15
2016,ДГ №142,4,Красно село,Соп,https://kg.sofia.bg/isodz/dz/182
2016,ДГ №142,6,Красно село,Хронични,https://kg.sofia.bg/isodz/dz/182
2016,ДГ №142,13,Красно село,Социални,https://kg.sofia.bg/isodz/dz/182
2016,ДГ №145 Българка,15,Красно село,Общи,https://kg.sofia.bg/isodz/dz/15
2016,ДГ №142,31,Красно село,Общи,https://kg.sofia.bg/isodz/dz/182
2017,ДГ №139 Панорама (с яслени групи),0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/101
2017,ДГ №139 Панорама (с яслени групи),3,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/101
2017,ДГ №139 Панорама (с яслени групи),7,Люлин,Социални,https://kg.sofia.bg/isodz/dz/101
2016,ДГ №141 Славейкова поляна - сграда 2,0,Лозенец,Соп,https://kg.sofia.bg/isodz/dz/170
2016,ДГ №141 Славейкова поляна - сграда 2,3,Лозенец,Хронични,https://kg.sofia.bg/isodz/dz/170
2016,ДГ №141 Славейкова поляна - сграда 2,7,Лозенец,Социални,https://kg.sofia.bg/isodz/dz/170
2016,ДГ №141 Славейкова поляна - сграда 2,15,Лозенец,Общи,https://kg.sofia.bg/isodz/dz/170
2017,ДГ №139 Панорама (с яслени групи),16,Люлин,Общи,https://kg.sofia.bg/isodz/dz/101
2016,ДГ №139 Панорама - сграда ул. Луи Пастьор,2,Люлин,Соп,https://kg.sofia.bg/isodz/dz/220
2016,ДГ №139 Панорама - сграда ул. Луи Пастьор,3,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/220
2016,ДГ №139 Панорама - сграда ул. Луи Пастьор,7,Люлин,Социални,https://kg.sofia.bg/isodz/dz/220
2016,ДГ №139 Панорама - сграда ул. Луи Пастьор,15,Люлин,Общи,https://kg.sofia.bg/isodz/dz/220
2016,ДГ №139 Панорама (с яслени групи),2,Люлин,Соп,https://kg.sofia.bg/isodz/dz/101
2016,ДГ №139 Панорама (с яслени групи),0,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/101
2016,ДГ №139 Панорама (с яслени групи),0,Люлин,Социални,https://kg.sofia.bg/isodz/dz/101
2016,ДГ №139 Панорама (с яслени групи),0,Люлин,Общи,https://kg.sofia.bg/isodz/dz/101
2018,ДГ №137 Калина Малина - сграда ул. Александър Михов 25,0,Надежда,Соп,https://kg.sofia.bg/isodz/dz/261
2018,ДГ №137 Калина Малина - сграда ул. Александър Михов 25,3,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/261
2018,ДГ №137 Калина Малина - сграда ул. Александър Михов 25,7,Надежда,Социални,https://kg.sofia.bg/isodz/dz/261
2018,ДГ №137 Калина Малина - сграда ул. Александър Михов 25,15,Надежда,Общи,https://kg.sofia.bg/isodz/dz/261
2016,ДГ №137 Калина Малина (с яслени групи),0,Надежда,Соп,https://kg.sofia.bg/isodz/dz/72
2016,ДГ №137 Калина Малина (с яслени групи),0,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/72
2016,ДГ №137 Калина Малина (с яслени групи),0,Надежда,Социални,https://kg.sofia.bg/isodz/dz/72
2016,ДГ №137 Калина Малина (с яслени групи),0,Надежда,Общи,https://kg.sofia.bg/isodz/dz/72
2017,ДГ №138 Приятели (с яслени групи),0,Връбница,Соп,https://kg.sofia.bg/isodz/dz/2
2017,ДГ №138 Приятели (с яслени групи),3,Връбница,Хронични,https://kg.sofia.bg/isodz/dz/2
2017,ДГ №138 Приятели (с яслени групи),7,Връбница,Социални,https://kg.sofia.bg/isodz/dz/2
2017,ДГ №138 Приятели (с яслени групи),15,Връбница,Общи,https://kg.sofia.bg/isodz/dz/2
2016,ДГ №134 Любопитко (с логопедични групи),2,Красно село,Соп,https://kg.sofia.bg/isodz/dz/18
2016,ДГ №134 Любопитко (с логопедични групи),3,Красно село,Хронични,https://kg.sofia.bg/isodz/dz/18
2016,ДГ №135 Мое детство,2,Нови Искър,Соп,https://kg.sofia.bg/isodz/dz/180
2016,ДГ №135 Мое детство,3,Нови Искър,Хронични,https://kg.sofia.bg/isodz/dz/180
2016,ДГ №135 Мое детство,6,Нови Искър,Социални,https://kg.sofia.bg/isodz/dz/180
2016,ДГ №135 Мое детство,13,Нови Искър,Общи,https://kg.sofia.bg/isodz/dz/180
2016,ДГ №134 Любопитко (с логопедични групи),7,Красно село,Социални,https://kg.sofia.bg/isodz/dz/18
2016,ДГ №134 Любопитко (с логопедични групи),15,Красно село,Общи,https://kg.sofia.bg/isodz/dz/18
2016,ДГ №137 Калина Малина - сграда ул. Александър Михов 25,0,Надежда,Соп,https://kg.sofia.bg/isodz/dz/261
2016,ДГ №137 Калина Малина - сграда ул. Александър Михов 25,0,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/261
2016,ДГ №137 Калина Малина - сграда ул. Александър Михов 25,0,Надежда,Социални,https://kg.sofia.bg/isodz/dz/261
2016,ДГ №137 Калина Малина - сграда ул. Александър Михов 25,0,Надежда,Общи,https://kg.sofia.bg/isodz/dz/261
2016,ДГ №133 Зорница,2,Изгрев,Соп,https://kg.sofia.bg/isodz/dz/64
2016,ДГ №133 Зорница,3,Изгрев,Хронични,https://kg.sofia.bg/isodz/dz/64
2016,ДГ №133 Зорница,7,Изгрев,Социални,https://kg.sofia.bg/isodz/dz/64
2016,ДГ №133 Зорница,15,Изгрев,Общи,https://kg.sofia.bg/isodz/dz/64
2017,ДГ №135 Мое детство,0,Нови Искър,Соп,https://kg.sofia.bg/isodz/dz/180
2017,ДГ №135 Мое детство,3,Нови Искър,Хронични,https://kg.sofia.bg/isodz/dz/180
2017,ДГ №135 Мое детство,7,Нови Искър,Социални,https://kg.sofia.bg/isodz/dz/180
2017,ДГ №135 Мое детство,16,Нови Искър,Общи,https://kg.sofia.bg/isodz/dz/180
2016,ДГ №138 Приятели (с яслени групи),1,Връбница,Соп,https://kg.sofia.bg/isodz/dz/2
2016,ДГ №138 Приятели (с яслени групи),0,Връбница,Хронични,https://kg.sofia.bg/isodz/dz/2
2016,ДГ №138 Приятели (с яслени групи),1,Връбница,Социални,https://kg.sofia.bg/isodz/dz/2
2016,ДГ №138 Приятели (с яслени групи),3,Връбница,Общи,https://kg.sofia.bg/isodz/dz/2
2018,ДГ №135 Мое детство,0,Нови Искър,Соп,https://kg.sofia.bg/isodz/dz/180
2018,ДГ №135 Мое детство,3,Нови Искър,Хронични,https://kg.sofia.bg/isodz/dz/180
2018,ДГ №135 Мое детство,7,Нови Искър,Социални,https://kg.sofia.bg/isodz/dz/180
2018,ДГ №135 Мое детство,16,Нови Искър,Общи,https://kg.sofia.bg/isodz/dz/180
2016,ДГ №136 Славия,2,Красно село,Соп,https://kg.sofia.bg/isodz/dz/133
2016,ДГ №136 Славия,3,Красно село,Хронични,https://kg.sofia.bg/isodz/dz/133
2016,ДГ №136 Славия,7,Красно село,Социални,https://kg.sofia.bg/isodz/dz/133
2016,ДГ №136 Славия,15,Красно село,Общи,https://kg.sofia.bg/isodz/dz/133
2017,ДГ №137 Калина Малина - сграда ул. Александър Михов 25,0,Надежда,Соп,https://kg.sofia.bg/isodz/dz/261
2017,ДГ №137 Калина Малина - сграда ул. Александър Михов 25,0,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/261
2017,ДГ №137 Калина Малина - сграда ул. Александър Михов 25,3,Надежда,Социални,https://kg.sofia.bg/isodz/dz/261
2017,ДГ №137 Калина Малина - сграда ул. Александър Михов 25,8,Надежда,Общи,https://kg.sofia.bg/isodz/dz/261
2016,ДГ №132 Светлина,0,Нови Искър,Соп,https://kg.sofia.bg/isodz/dz/1
2016,ДГ №132 Светлина,0,Нови Искър,Хронични,https://kg.sofia.bg/isodz/dz/1
2016,ДГ №132 Светлина,3,Нови Искър,Социални,https://kg.sofia.bg/isodz/dz/1
2016,ДГ №132 Светлина,7,Нови Искър,Общи,https://kg.sofia.bg/isodz/dz/1
2016,ДГ №132 Светлина - филиал с. Подгумер,0,Нови Искър,Соп,https://kg.sofia.bg/isodz/dz/100
2016,ДГ №132 Светлина - филиал с. Подгумер,0,Нови Искър,Хронични,https://kg.sofia.bg/isodz/dz/100
2016,ДГ №132 Светлина - филиал с. Подгумер,0,Нови Искър,Социални,https://kg.sofia.bg/isodz/dz/100
2016,ДГ №132 Светлина - филиал с. Подгумер,0,Нови Искър,Общи,https://kg.sofia.bg/isodz/dz/100
2017,ДГ №132 Светлина,0,Нови Искър,Соп,https://kg.sofia.bg/isodz/dz/1
2017,ДГ №132 Светлина,3,Нови Искър,Хронични,https://kg.sofia.bg/isodz/dz/1
2017,ДГ №132 Светлина,3,Нови Искър,Социални,https://kg.sofia.bg/isodz/dz/1
2017,ДГ №132 Светлина,7,Нови Искър,Общи,https://kg.sofia.bg/isodz/dz/1
2016,ДГ №130 Приказка,2,Красна поляна,Соп,https://kg.sofia.bg/isodz/dz/108
2016,ДГ №130 Приказка,3,Красна поляна,Хронични,https://kg.sofia.bg/isodz/dz/108
2016,ДГ №130 Приказка,7,Красна поляна,Социални,https://kg.sofia.bg/isodz/dz/108
2016,ДГ №130 Приказка,15,Красна поляна,Общи,https://kg.sofia.bg/isodz/dz/108
2017,СДЯ №1,0,Средец,Соп,https://kg.sofia.bg/isodz/dz/242
2017,СДЯ №1,3,Средец,Хронични,https://kg.sofia.bg/isodz/dz/242
2017,СДЯ №1,5,Средец,Социални,https://kg.sofia.bg/isodz/dz/242
2017,СДЯ №1,13,Средец,Общи,https://kg.sofia.bg/isodz/dz/242
2018,СДЯ №1,0,Средец,Соп,https://kg.sofia.bg/isodz/dz/242
2018,СДЯ №1,1,Средец,Хронични,https://kg.sofia.bg/isodz/dz/242
2018,СДЯ №1,3,Средец,Социални,https://kg.sofia.bg/isodz/dz/242
2018,СДЯ №1,6,Средец,Общи,https://kg.sofia.bg/isodz/dz/242
2016,ДГ №128 Феникс - сграда 2,0,Красна поляна,Соп,https://kg.sofia.bg/isodz/dz/295
2016,ДГ №128 Феникс - сграда 2,0,Красна поляна,Хронични,https://kg.sofia.bg/isodz/dz/295
2016,ДГ №128 Феникс - сграда 2,0,Красна поляна,Социални,https://kg.sofia.bg/isodz/dz/295
2016,ДГ №128 Феникс - сграда 2,0,Красна поляна,Общи,https://kg.sofia.bg/isodz/dz/295
2017,СДЯ №128 Слънце,0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/306
2017,СДЯ №128 Слънце,10,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/306
2017,СДЯ №128 Слънце,3,Люлин,Социални,https://kg.sofia.bg/isodz/dz/306
2017,СДЯ №128 Слънце,8,Люлин,Общи,https://kg.sofia.bg/isodz/dz/306
2016,ДГ №129 Приказен свят,2,Триадица,Соп,https://kg.sofia.bg/isodz/dz/107
2016,ДГ №129 Приказен свят,3,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/107
2016,ДГ №129 Приказен свят,7,Триадица,Социални,https://kg.sofia.bg/isodz/dz/107
2016,ДГ №129 Приказен свят,15,Триадица,Общи,https://kg.sofia.bg/isodz/dz/107
2016,ДГ №129 Приказен свят - сграда ул. Нишава,2,Триадица,Соп,https://kg.sofia.bg/isodz/dz/214
2016,ДГ №129 Приказен свят - сграда ул. Нишава,3,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/214
2016,ДГ №129 Приказен свят - сграда ул. Нишава,7,Триадица,Социални,https://kg.sofia.bg/isodz/dz/214
2016,ДГ №129 Приказен свят - сграда ул. Нишава,15,Триадица,Общи,https://kg.sofia.bg/isodz/dz/214
2016,ДГ №128 Феникс (с яслени групи),4,Красна поляна,Соп,https://kg.sofia.bg/isodz/dz/152
2016,ДГ №127 Слънце - сграда бл.91,2,Триадица,Соп,https://kg.sofia.bg/isodz/dz/222
2016,ДГ №127 Слънце - сграда бл.91,3,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/222
2016,ДГ №127 Слънце - сграда бл.91,6,Триадица,Социални,https://kg.sofia.bg/isodz/dz/222
2016,ДГ №127 Слънце - сграда бл.91,15,Триадица,Общи,https://kg.sofia.bg/isodz/dz/222
2018,СДЯ №128 Слънце,0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/306
2016,ДГ №128 Феникс (с яслени групи),1,Красна поляна,Хронични,https://kg.sofia.bg/isodz/dz/152
2016,ДГ №128 Феникс (с яслени групи),7,Красна поляна,Социални,https://kg.sofia.bg/isodz/dz/152
2016,ДГ №128 Феникс (с яслени групи),16,Красна поляна,Общи,https://kg.sofia.bg/isodz/dz/152
2017,ДГ №128 Феникс - сграда 2,0,Красна поляна,Соп,https://kg.sofia.bg/isodz/dz/295
2017,ДГ №128 Феникс - сграда 2,3,Красна поляна,Хронични,https://kg.sofia.bg/isodz/dz/295
2017,ДГ №128 Феникс - сграда 2,7,Красна поляна,Социални,https://kg.sofia.bg/isodz/dz/295
2017,ДГ №128 Феникс - сграда 2,16,Красна поляна,Общи,https://kg.sofia.bg/isodz/dz/295
2018,СДЯ №128 Слънце,7,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/306
2018,СДЯ №128 Слънце,18,Люлин,Социални,https://kg.sofia.bg/isodz/dz/306
2018,СДЯ №128 Слънце,42,Люлин,Общи,https://kg.sofia.bg/isodz/dz/306
2016,ДГ №126 Тинтява,2,Красна поляна,Соп,https://kg.sofia.bg/isodz/dz/149
2016,"ДГ №127 Слънце - сграда бл.91, почасова организация",0,Триадица,Соп,https://kg.sofia.bg/isodz/dz/488
2016,"ДГ №127 Слънце - сграда бл.91, почасова организация",0,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/488
2016,"ДГ №127 Слънце - сграда бл.91, почасова организация",0,Триадица,Социални,https://kg.sofia.bg/isodz/dz/488
2016,ДГ №127 Слънце (с яслени групи),0,Триадица,Соп,https://kg.sofia.bg/isodz/dz/60
2016,ДГ №127 Слънце (с яслени групи),0,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/60
2016,ДГ №127 Слънце (с яслени групи),0,Триадица,Социални,https://kg.sofia.bg/isodz/dz/60
2016,ДГ №127 Слънце (с яслени групи),0,Триадица,Общи,https://kg.sofia.bg/isodz/dz/60
2016,ДГ №127 Слънце - сграда бл. 93 А,2,Триадица,Соп,https://kg.sofia.bg/isodz/dz/278
2016,ДГ №127 Слънце - сграда бл. 93 А,3,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/278
2016,ДГ №127 Слънце - сграда ж.к. Стрелбище,2,Триадица,Соп,https://kg.sofia.bg/isodz/dz/232
2016,ДГ №127 Слънце - сграда ж.к. Стрелбище,0,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/232
2016,ДГ №127 Слънце - сграда ж.к. Стрелбище,0,Триадица,Социални,https://kg.sofia.bg/isodz/dz/232
2016,ДГ №127 Слънце - сграда ж.к. Стрелбище,0,Триадица,Общи,https://kg.sofia.bg/isodz/dz/232
2016,ДГ №126 Тинтява,3,Красна поляна,Хронични,https://kg.sofia.bg/isodz/dz/149
2016,ДГ №126 Тинтява,7,Красна поляна,Социални,https://kg.sofia.bg/isodz/dz/149
2016,ДГ №126 Тинтява,15,Красна поляна,Общи,https://kg.sofia.bg/isodz/dz/149
2016,"ДГ №127 Слънце - сграда бл.91, почасова организация",1,Триадица,Общи,https://kg.sofia.bg/isodz/dz/488
2016,ДГ №127 Слънце - сграда бл. 93 А,6,Триадица,Социални,https://kg.sofia.bg/isodz/dz/278
2016,ДГ №127 Слънце - сграда бл. 93 А,15,Триадица,Общи,https://kg.sofia.bg/isodz/dz/278
2016,ДГ №126 Тинтява - сграда 2,2,Красна поляна,Соп,https://kg.sofia.bg/isodz/dz/9
2016,ДГ №126 Тинтява - сграда 2,3,Красна поляна,Хронични,https://kg.sofia.bg/isodz/dz/9
2017,ДГ №127 Слънце (с яслени групи),0,Триадица,Соп,https://kg.sofia.bg/isodz/dz/60
2016,"ДГ №127 Слънце - сграда ж.к. Стрелбище, почасова организация",0,Триадица,Соп,https://kg.sofia.bg/isodz/dz/490
2016,"ДГ №127 Слънце - сграда ж.к. Стрелбище, почасова организация",0,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/490
2016,"ДГ №127 Слънце - сграда бл.93 А, почасова организация",0,Триадица,Соп,https://kg.sofia.bg/isodz/dz/489
2016,ДГ №125 Усмивка,2,Овча купел,Соп,https://kg.sofia.bg/isodz/dz/151
2016,ДГ №125 Усмивка,3,Овча купел,Хронични,https://kg.sofia.bg/isodz/dz/151
