born,kg,places,region,tail,webpage
2017,ДГ №92 Мечта (с яслени групи),0,Подуяне,Соп,https://kg.sofia.bg/isodz/dz/91
2017,ДГ №92 Мечта (с яслени групи),3,Подуяне,Хронични,https://kg.sofia.bg/isodz/dz/91
2017,ДГ №92 Мечта (с яслени групи),4,Подуяне,Социални,https://kg.sofia.bg/isodz/dz/91
2018,ДГ №92 Мечта - сграда Левски В,0,Подуяне,Соп,https://kg.sofia.bg/isodz/dz/218
2018,ДГ №92 Мечта - сграда Левски В,0,Подуяне,Хронични,https://kg.sofia.bg/isodz/dz/218
2018,ДГ №92 Мечта - сграда Левски В,1,Подуяне,Социални,https://kg.sofia.bg/isodz/dz/218
2018,ДГ №92 Мечта - сграда Левски В,2,Подуяне,Общи,https://kg.sofia.bg/isodz/dz/218
2016,ДГ №92 Мечта - сграда Левски В,0,Подуяне,Соп,https://kg.sofia.bg/isodz/dz/218
2016,ДГ №92 Мечта - сграда Левски В,0,Подуяне,Хронични,https://kg.sofia.bg/isodz/dz/218
2016,ДГ №92 Мечта - сграда Левски В,2,Подуяне,Социални,https://kg.sofia.bg/isodz/dz/218
2016,ДГ №92 Мечта - сграда Левски В,3,Подуяне,Общи,https://kg.sofia.bg/isodz/dz/218
2016,ДГ №91 Слънчев кът (с яслени групи),3,Подуяне,Соп,https://kg.sofia.bg/isodz/dz/137
2016,ДГ №91 Слънчев кът (с яслени групи),0,Подуяне,Хронични,https://kg.sofia.bg/isodz/dz/137
2016,ДГ №91 Слънчев кът (с яслени групи),4,Подуяне,Социални,https://kg.sofia.bg/isodz/dz/137
2016,ДГ №91 Слънчев кът (с яслени групи),8,Подуяне,Общи,https://kg.sofia.bg/isodz/dz/137
2018,ДГ №91 Слънчев кът (с яслени групи),0,Подуяне,Соп,https://kg.sofia.bg/isodz/dz/137
2018,ДГ №91 Слънчев кът (с яслени групи),1,Подуяне,Хронични,https://kg.sofia.bg/isodz/dz/137
2018,ДГ №91 Слънчев кът (с яслени групи),3,Подуяне,Социални,https://kg.sofia.bg/isodz/dz/137
2018,ДГ №91 Слънчев кът (с яслени групи),7,Подуяне,Общи,https://kg.sofia.bg/isodz/dz/137
2017,ДГ №92 Мечта (с яслени групи),10,Подуяне,Общи,https://kg.sofia.bg/isodz/dz/91
2016,ДГ №99 Брезичка,2,Красно село,Соп,https://kg.sofia.bg/isodz/dz/13
2016,ДГ №99 Брезичка,3,Красно село,Хронични,https://kg.sofia.bg/isodz/dz/13
2016,ДГ №99 Брезичка,7,Красно село,Социални,https://kg.sofia.bg/isodz/dz/13
2017,ДГ №91 Слънчев кът (с яслени групи),0,Подуяне,Соп,https://kg.sofia.bg/isodz/dz/137
2017,ДГ №91 Слънчев кът (с яслени групи),3,Подуяне,Хронични,https://kg.sofia.bg/isodz/dz/137
2017,ДГ №91 Слънчев кът (с яслени групи),8,Подуяне,Социални,https://kg.sofia.bg/isodz/dz/137
2017,ДГ №91 Слънчев кът (с яслени групи),18,Подуяне,Общи,https://kg.sofia.bg/isodz/dz/137
2018,ДГ №96 Росна китка (с яслени групи),0,Искър,Соп,https://kg.sofia.bg/isodz/dz/121
2018,ДГ №96 Росна китка (с яслени групи),3,Искър,Хронични,https://kg.sofia.bg/isodz/dz/121
2018,ДГ №96 Росна китка (с яслени групи),7,Искър,Социални,https://kg.sofia.bg/isodz/dz/121
2018,ДГ №96 Росна китка (с яслени групи),16,Искър,Общи,https://kg.sofia.bg/isodz/dz/121
2017,ДГ №99 Брезичка,0,Красно село,Соп,https://kg.sofia.bg/isodz/dz/13
2017,ДГ №99 Брезичка,3,Красно село,Хронични,https://kg.sofia.bg/isodz/dz/13
2017,ДГ №99 Брезичка,7,Красно село,Социални,https://kg.sofia.bg/isodz/dz/13
2017,ДГ №99 Брезичка,16,Красно село,Общи,https://kg.sofia.bg/isodz/dz/13
2016,ДГ №99 Брезичка,15,Красно село,Общи,https://kg.sofia.bg/isodz/dz/13
2016,ДГ №90 Веса Паспалеева (с яслени групи),0,Надежда,Соп,https://kg.sofia.bg/isodz/dz/19
2016,ДГ №90 Веса Паспалеева (с яслени групи),0,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/19
2016,ДГ №90 Веса Паспалеева (с яслени групи),0,Надежда,Социални,https://kg.sofia.bg/isodz/dz/19
2016,ДГ №90 Веса Паспалеева (с яслени групи),0,Надежда,Общи,https://kg.sofia.bg/isodz/dz/19
2017,ДГ №90 Веса Паспалеева (с яслени групи),0,Надежда,Соп,https://kg.sofia.bg/isodz/dz/19
2017,ДГ №90 Веса Паспалеева (с яслени групи),2,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/19
2017,ДГ №90 Веса Паспалеева (с яслени групи),3,Надежда,Социални,https://kg.sofia.bg/isodz/dz/19
2017,ДГ №90 Веса Паспалеева (с яслени групи),8,Надежда,Общи,https://kg.sofia.bg/isodz/dz/19
2016,ДГ №87 Буката - почасова организация,0,Триадица,Соп,https://kg.sofia.bg/isodz/dz/329
2016,ДГ №87 Буката - почасова организация,0,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/329
2016,ДГ №87 Буката - почасова организация,1,Триадица,Социални,https://kg.sofia.bg/isodz/dz/329
2016,ДГ №87 Буката - почасова организация,1,Триадица,Общи,https://kg.sofia.bg/isodz/dz/329
2016,ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,0,Надежда,Соп,https://kg.sofia.bg/isodz/dz/260
2016,ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,0,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/260
2016,ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,0,Надежда,Социални,https://kg.sofia.bg/isodz/dz/260
2016,ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,0,Надежда,Общи,https://kg.sofia.bg/isodz/dz/260
2018,ДГ №90 Веса Паспалеева (с яслени групи),0,Надежда,Соп,https://kg.sofia.bg/isodz/dz/19
2018,ДГ №90 Веса Паспалеева (с яслени групи),0,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/19
2018,ДГ №90 Веса Паспалеева (с яслени групи),3,Надежда,Социални,https://kg.sofia.bg/isodz/dz/19
2018,ДГ №90 Веса Паспалеева (с яслени групи),8,Надежда,Общи,https://kg.sofia.bg/isodz/dz/19
2016,ДГ №88 Детски рай (с яслени групи),4,Искър,Соп,https://kg.sofia.bg/isodz/dz/35
2016,ДГ №88 Детски рай (с яслени групи),1,Искър,Хронични,https://kg.sofia.bg/isodz/dz/35
2016,ДГ №88 Детски рай (с яслени групи),8,Искър,Социални,https://kg.sofia.bg/isodz/dz/35
2016,ДГ №88 Детски рай (с яслени групи),19,Искър,Общи,https://kg.sofia.bg/isodz/dz/35
2017,ДГ №88 Детски рай (с яслени групи),0,Искър,Соп,https://kg.sofia.bg/isodz/dz/35
2017,ДГ №88 Детски рай (с яслени групи),3,Искър,Хронични,https://kg.sofia.bg/isodz/dz/35
2017,ДГ №88 Детски рай (с яслени групи),5,Искър,Социални,https://kg.sofia.bg/isodz/dz/35
2017,ДГ №88 Детски рай (с яслени групи),13,Искър,Общи,https://kg.sofia.bg/isodz/dz/35
2016,ДГ №86 Асен Босев (с яслени групи),3,Люлин,Соп,https://kg.sofia.bg/isodz/dz/7
2016,ДГ №86 Асен Босев (с яслени групи),1,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/7
2016,ДГ №86 Асен Босев (с яслени групи),4,Люлин,Социални,https://kg.sofia.bg/isodz/dz/7
2016,ДГ №85 Родина,2,Красно село,Соп,https://kg.sofia.bg/isodz/dz/120
2016,ДГ №85 Родина,3,Красно село,Хронични,https://kg.sofia.bg/isodz/dz/120
2016,ДГ №85 Родина,7,Красно село,Социални,https://kg.sofia.bg/isodz/dz/120
2016,ДГ №85 Родина,15,Красно село,Общи,https://kg.sofia.bg/isodz/dz/120
2017,ДГ №86 Асен Босев (с яслени групи),0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/7
2016,ДГ №86 Асен Босев (с яслени групи),10,Люлин,Общи,https://kg.sofia.bg/isodz/dz/7
2016,ДГ №84 Детелина (с яслени групи),4,Овча купел,Соп,https://kg.sofia.bg/isodz/dz/30
2016,ДГ №84 Детелина (с яслени групи),0,Овча купел,Хронични,https://kg.sofia.bg/isodz/dz/30
2016,ДГ №84 Детелина (с яслени групи),0,Овча купел,Социални,https://kg.sofia.bg/isodz/dz/30
2016,ДГ №84 Детелина (с яслени групи),0,Овча купел,Общи,https://kg.sofia.bg/isodz/dz/30
2017,ДГ №84 Детелина (с яслени групи),0,Овча купел,Соп,https://kg.sofia.bg/isodz/dz/30
2017,ДГ №84 Детелина (с яслени групи),3,Овча купел,Хронични,https://kg.sofia.bg/isodz/dz/30
2017,ДГ №84 Детелина (с яслени групи),7,Овча купел,Социални,https://kg.sofia.bg/isodz/dz/30
2017,ДГ №84 Детелина (с яслени групи),16,Овча купел,Общи,https://kg.sofia.bg/isodz/dz/30
2017,ДГ №86 Асен Босев (с яслени групи),2,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/7
2017,ДГ №86 Асен Босев (с яслени групи),8,Люлин,Социални,https://kg.sofia.bg/isodz/dz/7
2017,ДГ №86 Асен Босев (с яслени групи),20,Люлин,Общи,https://kg.sofia.bg/isodz/dz/7
2018,ДГ №84 Детелина (с яслени групи),0,Овча купел,Соп,https://kg.sofia.bg/isodz/dz/30
2018,ДГ №84 Детелина (с яслени групи),3,Овча купел,Хронични,https://kg.sofia.bg/isodz/dz/30
2018,ДГ №84 Детелина (с яслени групи),7,Овча купел,Социални,https://kg.sofia.bg/isodz/dz/30
2018,ДГ №84 Детелина (с яслени групи),16,Овча купел,Общи,https://kg.sofia.bg/isodz/dz/30
2016,ДГ №87 Буката,2,Триадица,Соп,https://kg.sofia.bg/isodz/dz/14
2016,ДГ №87 Буката,3,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/14
2016,ДГ №87 Буката,7,Триадица,Социални,https://kg.sofia.bg/isodz/dz/14
2016,ДГ №87 Буката,15,Триадица,Общи,https://kg.sofia.bg/isodz/dz/14
2018,ДГ №86 Асен Босев (с яслени групи),0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/7
2018,ДГ №86 Асен Босев (с яслени групи),2,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/7
2018,ДГ №86 Асен Босев (с яслени групи),3,Люлин,Социални,https://kg.sofia.bg/isodz/dz/7
2018,ДГ №86 Асен Босев (с яслени групи),7,Люлин,Общи,https://kg.sofia.bg/isodz/dz/7
2016,ДГ №82 Джани Родари (с яслени групи),7,Връбница,Соп,https://kg.sofia.bg/isodz/dz/39
2016,ДГ №82 Джани Родари (с яслени групи),4,Връбница,Хронични,https://kg.sofia.bg/isodz/dz/39
2016,ДГ №82 Джани Родари (с яслени групи),14,Връбница,Социални,https://kg.sofia.bg/isodz/dz/39
2016,ДГ №82 Джани Родари (с яслени групи),32,Връбница,Общи,https://kg.sofia.bg/isodz/dz/39
2017,ДГ №82 Джани Родари (с яслени групи),0,Връбница,Соп,https://kg.sofia.bg/isodz/dz/39
2017,ДГ №82 Джани Родари (с яслени групи),3,Връбница,Хронични,https://kg.sofia.bg/isodz/dz/39
2017,ДГ №82 Джани Родари (с яслени групи),7,Връбница,Социални,https://kg.sofia.bg/isodz/dz/39
2016,ДГ №83 Славейче - сграда Требич,2,Надежда,Соп,https://kg.sofia.bg/isodz/dz/202
2016,ДГ №83 Славейче - сграда Требич,3,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/202
2016,ДГ №83 Славейче - сграда Требич,1,Надежда,Социални,https://kg.sofia.bg/isodz/dz/202
2016,ДГ №83 Славейче - сграда Требич,2,Надежда,Общи,https://kg.sofia.bg/isodz/dz/202
2017,ДГ №82 Джани Родари (с яслени групи),16,Връбница,Общи,https://kg.sofia.bg/isodz/dz/39
2016,ДГ №83 Славейче (с яслени групи),1,Надежда,Соп,https://kg.sofia.bg/isodz/dz/131
2016,ДГ №83 Славейче (с яслени групи),0,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/131
2016,ДГ №83 Славейче (с яслени групи),0,Надежда,Социални,https://kg.sofia.bg/isodz/dz/131
2016,ДГ №83 Славейче (с яслени групи),1,Надежда,Общи,https://kg.sofia.bg/isodz/dz/131
2017,ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,0,Надежда,Соп,https://kg.sofia.bg/isodz/dz/260
2017,ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,3,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/260
2017,ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,0,Надежда,Социални,https://kg.sofia.bg/isodz/dz/260
2017,ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,0,Надежда,Общи,https://kg.sofia.bg/isodz/dz/260
2017,ДГ №83 Славейче (с яслени групи),0,Надежда,Соп,https://kg.sofia.bg/isodz/dz/131
2017,ДГ №83 Славейче (с яслени групи),3,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/131
2017,ДГ №83 Славейче (с яслени групи),3,Надежда,Социални,https://kg.sofia.bg/isodz/dz/131
2017,ДГ №83 Славейче (с яслени групи),7,Надежда,Общи,https://kg.sofia.bg/isodz/dz/131
2016,ДГ №89 Шарена дъга (с яслени групи),2,Кремиковци,Соп,https://kg.sofia.bg/isodz/dz/159
2016,ДГ №89 Шарена дъга (с яслени групи),0,Кремиковци,Хронични,https://kg.sofia.bg/isodz/dz/159
2016,ДГ №89 Шарена дъга (с яслени групи),0,Кремиковци,Социални,https://kg.sofia.bg/isodz/dz/159
2016,ДГ №89 Шарена дъга (с яслени групи),0,Кремиковци,Общи,https://kg.sofia.bg/isodz/dz/159
2016,ДГ №87 Буката - сграда 2,2,Триадица,Соп,https://kg.sofia.bg/isodz/dz/271
2016,ДГ №87 Буката - сграда 2,3,Триадица,Хронични,https://kg.sofia.bg/isodz/dz/271
2016,ДГ №87 Буката - сграда 2,7,Триадица,Социални,https://kg.sofia.bg/isodz/dz/271
2016,ДГ №87 Буката - сграда 2,15,Триадица,Общи,https://kg.sofia.bg/isodz/dz/271
2016,ДГ №81 Лилия (с яслени групи),0,Възраждане,Соп,https://kg.sofia.bg/isodz/dz/80
2016,ДГ №81 Лилия (с яслени групи),0,Възраждане,Хронични,https://kg.sofia.bg/isodz/dz/80
2016,ДГ №81 Лилия (с яслени групи),0,Възраждане,Социални,https://kg.sofia.bg/isodz/dz/80
2016,ДГ №81 Лилия (с яслени групи),0,Възраждане,Общи,https://kg.sofia.bg/isodz/dz/80
2018,ДГ №80 Приказна калина (с яслени групи),0,Красно село,Соп,https://kg.sofia.bg/isodz/dz/109
2018,ДГ №80 Приказна калина (с яслени групи),0,Красно село,Хронични,https://kg.sofia.bg/isodz/dz/109
2018,ДГ №80 Приказна калина (с яслени групи),2,Красно село,Социални,https://kg.sofia.bg/isodz/dz/109
2018,ДГ №80 Приказна калина (с яслени групи),4,Красно село,Общи,https://kg.sofia.bg/isodz/dz/109
2016,ДГ №80 Приказна калина (с яслени групи),4,Красно село,Соп,https://kg.sofia.bg/isodz/dz/109
2016,ДГ №80 Приказна калина (с яслени групи),0,Красно село,Хронични,https://kg.sofia.bg/isodz/dz/109
2016,ДГ №80 Приказна калина (с яслени групи),2,Красно село,Социални,https://kg.sofia.bg/isodz/dz/109
2016,ДГ №80 Приказна калина (с яслени групи),6,Красно село,Общи,https://kg.sofia.bg/isodz/dz/109
2017,ДГ №80 Приказна калина (с яслени групи),0,Красно село,Соп,https://kg.sofia.bg/isodz/dz/109
2017,ДГ №80 Приказна калина (с яслени групи),2,Красно село,Хронични,https://kg.sofia.bg/isodz/dz/109
2017,ДГ №80 Приказна калина (с яслени групи),10,Красно село,Социални,https://kg.sofia.bg/isodz/dz/109
2017,ДГ №80 Приказна калина (с яслени групи),24,Красно село,Общи,https://kg.sofia.bg/isodz/dz/109
2017,ДГ №81 Лилия (с яслени групи),0,Възраждане,Соп,https://kg.sofia.bg/isodz/dz/80
2017,ДГ №81 Лилия (с яслени групи),1,Възраждане,Хронични,https://kg.sofia.bg/isodz/dz/80
2017,ДГ №81 Лилия (с яслени групи),11,Възраждане,Социални,https://kg.sofia.bg/isodz/dz/80
2017,ДГ №81 Лилия (с яслени групи),25,Възраждане,Общи,https://kg.sofia.bg/isodz/dz/80
2017,ДГ №89 Шарена дъга (с яслени групи),0,Кремиковци,Соп,https://kg.sofia.bg/isodz/dz/159
2017,ДГ №89 Шарена дъга (с яслени групи),3,Кремиковци,Хронични,https://kg.sofia.bg/isodz/dz/159
2017,ДГ №89 Шарена дъга (с яслени групи),6,Кремиковци,Социални,https://kg.sofia.bg/isodz/dz/159
2017,ДГ №89 Шарена дъга (с яслени групи),15,Кремиковци,Общи,https://kg.sofia.bg/isodz/dz/159
2018,ДГ №89 Шарена дъга (с яслени групи),0,Кремиковци,Соп,https://kg.sofia.bg/isodz/dz/159
2018,ДГ №89 Шарена дъга (с яслени групи),0,Кремиковци,Хронични,https://kg.sofia.bg/isodz/dz/159
2018,ДГ №89 Шарена дъга (с яслени групи),1,Кремиковци,Социални,https://kg.sofia.bg/isodz/dz/159
2018,ДГ №89 Шарена дъга (с яслени групи),1,Кремиковци,Общи,https://kg.sofia.bg/isodz/dz/159
2018,ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,0,Надежда,Соп,https://kg.sofia.bg/isodz/dz/260
2018,ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,0,Надежда,Хронични,https://kg.sofia.bg/isodz/dz/260
2018,ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,4,Надежда,Социални,https://kg.sofia.bg/isodz/dz/260
2018,ДГ №90 Веса Паспалеева - сграда ул. Бял люляк 19,8,Надежда,Общи,https://kg.sofia.bg/isodz/dz/260
2016,ДГ №76 Сърничка - сграда 2,2,Младост,Соп,https://kg.sofia.bg/isodz/dz/472
2016,ДГ №76 Сърничка - сграда 2,0,Младост,Хронични,https://kg.sofia.bg/isodz/dz/472
2016,ДГ №76 Сърничка - сграда 2,0,Младост,Социални,https://kg.sofia.bg/isodz/dz/472
2016,ДГ №76 Сърничка - сграда 2,0,Младост,Общи,https://kg.sofia.bg/isodz/dz/472
2016,ДГ №78 Детски свят (с яслени групи),2,Студентски,Соп,https://kg.sofia.bg/isodz/dz/37
2016,ДГ №78 Детски свят (с яслени групи),0,Студентски,Хронични,https://kg.sofia.bg/isodz/dz/37
2016,ДГ №78 Детски свят (с яслени групи),0,Студентски,Социални,https://kg.sofia.bg/isodz/dz/37
2016,ДГ №78 Детски свят (с яслени групи),0,Студентски,Общи,https://kg.sofia.bg/isodz/dz/37
2016,ДГ №76 Сърничка (с яслени групи),1,Младост,Соп,https://kg.sofia.bg/isodz/dz/145
2016,ДГ №76 Сърничка (с яслени групи),0,Младост,Хронични,https://kg.sofia.bg/isodz/dz/145
2016,ДГ №76 Сърничка (с яслени групи),3,Младост,Социални,https://kg.sofia.bg/isodz/dz/145
2016,ДГ №76 Сърничка (с яслени групи),7,Младост,Общи,https://kg.sofia.bg/isodz/dz/145
2016,ДГ №75 Сърчице (с яслени групи),0,Младост,Соп,https://kg.sofia.bg/isodz/dz/112
2016,ДГ №75 Сърчице (с яслени групи),0,Младост,Хронични,https://kg.sofia.bg/isodz/dz/112
2016,ДГ №75 Сърчице (с яслени групи),0,Младост,Социални,https://kg.sofia.bg/isodz/dz/112
2016,ДГ №75 Сърчице (с яслени групи),0,Младост,Общи,https://kg.sofia.bg/isodz/dz/112
2017,ДГ №78 Детски свят (с яслени групи),0,Студентски,Соп,https://kg.sofia.bg/isodz/dz/37
2017,ДГ №78 Детски свят (с яслени групи),0,Студентски,Хронични,https://kg.sofia.bg/isodz/dz/37
2017,ДГ №78 Детски свят (с яслени групи),5,Студентски,Социални,https://kg.sofia.bg/isodz/dz/37
2018,ДГ №76 Сърничка (с яслени групи),0,Младост,Соп,https://kg.sofia.bg/isodz/dz/145
2016,ДГ №74 Дъга (с яслени групи),4,Подуяне,Соп,https://kg.sofia.bg/isodz/dz/42
2016,ДГ №74 Дъга (с яслени групи),0,Подуяне,Хронични,https://kg.sofia.bg/isodz/dz/42
2016,ДГ №74 Дъга (с яслени групи),4,Подуяне,Социални,https://kg.sofia.bg/isodz/dz/42
2016,ДГ №74 Дъга (с яслени групи),9,Подуяне,Общи,https://kg.sofia.bg/isodz/dz/42
2017,ДГ №78 Детски свят (с яслени групи),13,Студентски,Общи,https://kg.sofia.bg/isodz/dz/37
2018,ДГ №76 Сърничка (с яслени групи),0,Младост,Хронични,https://kg.sofia.bg/isodz/dz/145
2018,ДГ №76 Сърничка (с яслени групи),2,Младост,Социални,https://kg.sofia.bg/isodz/dz/145
2018,ДГ №76 Сърничка (с яслени групи),3,Младост,Общи,https://kg.sofia.bg/isodz/dz/145
2018,ДГ №78 Детски свят (с яслени групи),0,Студентски,Соп,https://kg.sofia.bg/isodz/dz/37
2018,ДГ №78 Детски свят (с яслени групи),1,Студентски,Хронични,https://kg.sofia.bg/isodz/dz/37
2017,ДГ №76 Сърничка (с яслени групи),0,Младост,Соп,https://kg.sofia.bg/isodz/dz/145
2017,ДГ №76 Сърничка (с яслени групи),5,Младост,Хронични,https://kg.sofia.bg/isodz/dz/145
2016,ДГ №72 Приказка без край (с яслени групи),6,Студентски,Соп,https://kg.sofia.bg/isodz/dz/279
2016,ДГ №72 Приказка без край (с яслени групи),0,Студентски,Хронични,https://kg.sofia.bg/isodz/dz/279
2016,ДГ №72 Приказка без край (с яслени групи),5,Студентски,Социални,https://kg.sofia.bg/isodz/dz/279
2016,ДГ №72 Приказка без край (с яслени групи),13,Студентски,Общи,https://kg.sofia.bg/isodz/dz/279
2016,ДГ №71 Щастие (с яслени групи),2,Младост,Соп,https://kg.sofia.bg/isodz/dz/98
2016,ДГ №71 Щастие (с яслени групи),0,Младост,Хронични,https://kg.sofia.bg/isodz/dz/98
2016,ДГ №71 Щастие (с яслени групи),1,Младост,Социални,https://kg.sofia.bg/isodz/dz/98
2016,ДГ №71 Щастие (с яслени групи),2,Младост,Общи,https://kg.sofia.bg/isodz/dz/98
2017,ДГ №72 Приказка без край (с яслени групи),0,Студентски,Соп,https://kg.sofia.bg/isodz/dz/279
2017,ДГ №72 Приказка без край (с яслени групи),3,Студентски,Хронични,https://kg.sofia.bg/isodz/dz/279
2017,ДГ №72 Приказка без край (с яслени групи),7,Студентски,Социални,https://kg.sofia.bg/isodz/dz/279
2018,ДГ №78 Детски свят (с яслени групи),2,Студентски,Социални,https://kg.sofia.bg/isodz/dz/37
2018,ДГ №78 Детски свят (с яслени групи),6,Студентски,Общи,https://kg.sofia.bg/isodz/dz/37
2016,ДГ №77 Магнолия,2,Средец,Соп,https://kg.sofia.bg/isodz/dz/86
2016,ДГ №77 Магнолия,3,Средец,Хронични,https://kg.sofia.bg/isodz/dz/86
2016,ДГ №77 Магнолия,7,Средец,Социални,https://kg.sofia.bg/isodz/dz/86
2016,ДГ №77 Магнолия,15,Средец,Общи,https://kg.sofia.bg/isodz/dz/86
2017,ДГ №76 Сърничка (с яслени групи),10,Младост,Социални,https://kg.sofia.bg/isodz/dz/145
2017,ДГ №76 Сърничка (с яслени групи),22,Младост,Общи,https://kg.sofia.bg/isodz/dz/145
2018,ДГ №71 Щастие (с яслени групи),0,Младост,Соп,https://kg.sofia.bg/isodz/dz/98
2018,ДГ №71 Щастие (с яслени групи),0,Младост,Хронични,https://kg.sofia.bg/isodz/dz/98
2017,ДГ №71 Щастие (с яслени групи),0,Младост,Соп,https://kg.sofia.bg/isodz/dz/98
2017,ДГ №71 Щастие (с яслени групи),3,Младост,Хронични,https://kg.sofia.bg/isodz/dz/98
2017,ДГ №71 Щастие (с яслени групи),5,Младост,Социални,https://kg.sofia.bg/isodz/dz/98
2017,ДГ №71 Щастие (с яслени групи),10,Младост,Общи,https://kg.sofia.bg/isodz/dz/98
2017,ДГ №72 Приказка без край (с яслени групи),16,Студентски,Общи,https://kg.sofia.bg/isodz/dz/279
2016,ДГ №71 Щастие - почасова организация,0,Младост,Соп,https://kg.sofia.bg/isodz/dz/484
2016,ДГ №71 Щастие - почасова организация,0,Младост,Хронични,https://kg.sofia.bg/isodz/dz/484
2016,ДГ №71 Щастие - почасова организация,1,Младост,Социални,https://kg.sofia.bg/isodz/dz/484
2017,ДГ №74 Дъга (с яслени групи),0,Подуяне,Соп,https://kg.sofia.bg/isodz/dz/42
2017,ДГ №74 Дъга (с яслени групи),6,Подуяне,Хронични,https://kg.sofia.bg/isodz/dz/42
2018,ДГ №71 Щастие (с яслени групи),1,Младост,Социални,https://kg.sofia.bg/isodz/dz/98
2018,ДГ №71 Щастие (с яслени групи),3,Младост,Общи,https://kg.sofia.bg/isodz/dz/98
2018,СДЯ №70 Мечо Пух,0,Сердика,Соп,https://kg.sofia.bg/isodz/dz/245
2018,СДЯ №70 Мечо Пух,3,Сердика,Хронични,https://kg.sofia.bg/isodz/dz/245
2018,СДЯ №70 Мечо Пух,3,Сердика,Социални,https://kg.sofia.bg/isodz/dz/245
2017,СДЯ №70 Мечо Пух,0,Сердика,Соп,https://kg.sofia.bg/isodz/dz/245
2017,СДЯ №70 Мечо Пух,7,Сердика,Хронични,https://kg.sofia.bg/isodz/dz/245
2017,СДЯ №70 Мечо Пух,14,Сердика,Социални,https://kg.sofia.bg/isodz/dz/245
2018,ДГ №79 Слънчице (с яслени групи),0,Студентски,Соп,https://kg.sofia.bg/isodz/dz/140
2018,ДГ №79 Слънчице (с яслени групи),0,Студентски,Хронични,https://kg.sofia.bg/isodz/dz/140
2018,ДГ №79 Слънчице (с яслени групи),5,Студентски,Социални,https://kg.sofia.bg/isodz/dz/140
2016,ДГ №71 Щастие - почасова организация,1,Младост,Общи,https://kg.sofia.bg/isodz/dz/484
2017,ДГ №74 Дъга (с яслени групи),8,Подуяне,Социални,https://kg.sofia.bg/isodz/dz/42
2017,ДГ №74 Дъга (с яслени групи),17,Подуяне,Общи,https://kg.sofia.bg/isodz/dz/42
2018,СДЯ №70 Мечо Пух,8,Сердика,Общи,https://kg.sofia.bg/isodz/dz/245
2017,СДЯ №70 Мечо Пух,33,Сердика,Общи,https://kg.sofia.bg/isodz/dz/245
2016,ДГ №68 Ран Босилек (с яслени групи),2,Люлин,Соп,https://kg.sofia.bg/isodz/dz/119
2016,ДГ №68 Ран Босилек (с яслени групи),6,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/119
2016,ДГ №68 Ран Босилек (с яслени групи),5,Люлин,Социални,https://kg.sofia.bg/isodz/dz/119
2016,ДГ №68 Ран Босилек (с яслени групи),13,Люлин,Общи,https://kg.sofia.bg/isodz/dz/119
2018,ДГ №68 Ран Босилек (с яслени групи),0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/119
2018,ДГ №68 Ран Босилек (с яслени групи),3,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/119
2018,ДГ №79 Слънчице (с яслени групи),11,Студентски,Общи,https://kg.sofia.bg/isodz/dz/140
2017,ДГ №68 Ран Босилек (с яслени групи),0,Люлин,Соп,https://kg.sofia.bg/isodz/dz/119
2017,ДГ №68 Ран Босилек (с яслени групи),3,Люлин,Хронични,https://kg.sofia.bg/isodz/dz/119
2017,ДГ №68 Ран Босилек (с яслени групи),6,Люлин,Социални,https://kg.sofia.bg/isodz/dz/119
2017,ДГ №68 Ран Босилек (с яслени групи),14,Люлин,Общи,https://kg.sofia.bg/isodz/dz/119
2018,СДЯ №69,0,Студентски,Соп,https://kg.sofia.bg/isodz/dz/262
2018,СДЯ №69,3,Студентски,Хронични,https://kg.sofia.bg/isodz/dz/262
